,x,y,z,rx,ry,rz
0.0,-0.2367487388218585,-0.6554784196013429,0.28093918607296886,-3.141098036380878,-9.618937252359137e-05,-0.00011741237397216497
0.17166352272033691,-0.23675376897787126,-0.6554711906652473,0.28090163210262187,-3.1410484795588536,-9.613856990312202e-05,-0.0001694335916026838
0.2812981605529785,-0.2403529754494465,-0.6545622484161194,0.27808805866707176,-3.1415368423695074,-8.36970109052611e-05,0.00024096993357128075
0.37471699714660645,-0.24786122104350136,-0.6525450281672616,0.27136201811481536,-3.1415730456831237,6.275330131815212e-05,0.00020019018184755757
0.4843442440032959,-0.25595545617390675,-0.6501851660576665,0.26391092651634573,-3.1410151262808332,2.679569578751045e-05,-0.00043956043089574137
0.6715264320373535,-0.27080744987774535,-0.6460533916316868,0.25111888652734243,-3.141246458800321,7.12407868788341e-05,-6.794073955808922e-05
0.7811639308929443,-0.2788650019462222,-0.6437153931630971,0.24424052956095924,-3.141232174868033,3.58317652382223e-05,-0.0001237700448870589
0.8748965263366699,-0.2861943863606993,-0.6414856594404973,0.23797211136025576,-3.141038237885053,0.00013964674578538855,-0.00019359387307484884
0.9841768741607666,-0.29452463420775893,-0.6389053834890928,0.23119213167630076,-3.1411609762175945,1.1893474210057248e-05,-0.0001619207795809905
1.187666893005371,-0.30951239020316895,-0.6343652928557673,0.21892655734245314,-3.1412416873019415,-0.0001674683028126357,6.114669507234534e-05
1.376605749130249,-0.32374708118254153,-0.6298466505519694,0.20754735511977213,-3.141297422988803,-7.823101640301771e-05,5.2083200147047904e-05
1.4868838787078857,-0.3319432647836504,-0.6272498678275683,0.20115461261143286,-3.141206404829533,1.8068182955701865e-05,9.562792926042262e-05
1.674591064453125,-0.3450340175097201,-0.6229631776253144,0.19114831752799166,-3.141409975877139,-0.0003223112765916414,0.0002682168302866475
1.7838926315307617,-0.35292786758455086,-0.620290784054573,0.18503206083211612,-3.1411891753608963,-0.0002669852896065454,4.7655761999259607e-05
1.877638339996338,-0.3590460061939857,-0.618148813411683,0.18046652154760487,-3.140900653816656,3.976385278806581e-05,-0.0002919801897598178
1.987034559249878,-0.36684189123262867,-0.6154739203014832,0.17527873381981704,-3.141219776469392,-0.00021307098880734234,-4.25620010185354e-05
2.1742634773254395,-0.3795657433753467,-0.6111538354013197,0.1667498623052748,-3.1412494533576636,-0.00025237642204278056,-5.998042245661661e-05
2.2838735580444336,-0.38728589140998887,-0.6084775705298229,0.16219128537578778,-3.141254503990216,-8.521385025135539e-05,-4.009340240985617e-05
2.3775973320007324,-0.39386904055325084,-0.6061426641892028,0.1586099514075394,-3.1411772838336245,6.307297818284322e-05,6.983408415031078e-05
2.4866483211517334,-0.4012531826453379,-0.6035781393052085,0.15471903224313976,-3.1413008991818447,-0.00030444938572986394,0.0001917357783668398
2.6765975952148438,-0.4135331210788464,-0.5992639000851108,0.14848749187790145,-3.141229533664373,-0.00015574762136946012,1.5360162996380094e-05
2.7859320640563965,-0.4208952743582743,-0.5965958352219777,0.14528226696411609,-3.1412419591519307,-0.00012086555591855369,0.00018903510261334533
2.879389762878418,-0.42692843522043455,-0.5944058760644748,0.14274573608518953,-3.141242877580938,-0.00012145734808545003,0.00014529647292623767
2.9901986122131348,-0.4335307688903444,-0.5918814309293294,0.14002832703631302,-3.1411654026124047,8.660540922926667e-05,-0.00016593619927038363
3.083751678466797,-0.4395656071104244,-0.5896574861614121,0.13773779835309638,-3.1412635794399755,1.0024592246845906e-05,-8.970465541338565e-05
3.1776719093322754,-0.4453786582787299,-0.5873806016626456,0.13545586045722538,-3.141061343852868,-0.0002599880616101998,-0.00018588100636407189
3.2867586612701416,-0.4521134442190317,-0.5846832185847247,0.13330537707703094,-3.1412018694453017,2.319998255515459e-05,0.00041563423481355175
3.4900963306427,-0.46393549894191227,-0.5797094366687737,0.12912346667104938,-3.1411734190651113,-1.0291596235474425e-05,0.00014182837977642814
3.583784580230713,-0.469489370685098,-0.577340011727117,0.12733224937340185,-3.141245352230955,1.58571251743676e-05,0.00019902116312836153
3.6775715351104736,-0.4742934742682072,-0.5752520671833555,0.12564544813538087,-3.141166044422216,-9.554488358160903e-05,-3.661305754750174e-05
3.786954164505005,-0.48048105025713256,-0.5724801165412883,0.12382248434794801,-3.141233022591459,-6.659858464200538e-05,9.644556985919598e-05
3.880608558654785,-0.4856697854683978,-0.5700963779962669,0.1221307976917106,-3.141184422505207,0.00010537198838401912,-0.00014917892163183593
3.990018367767334,-0.49123054126288873,-0.5676543683201712,0.12049420427605188,-3.141159345950537,5.404882153623549e-05,-7.462726984645038e-05
4.0837485790252686,-0.49623415246801134,-0.56548780024647,0.11917846414231505,-3.1414511113478554,5.701170770972538e-05,0.0003150079254424236
4.193045139312744,-0.5018464511693141,-0.562920252256778,0.11717350210626393,-3.14125131058681,8.426070860250158e-05,0.00010263103417954815
4.380566120147705,-0.5111513055045463,-0.5587004500350623,0.11401917119532415,-3.1412921007844976,1.56904567527747e-05,0.00019677229487476545
4.489920616149902,-0.5164701106488307,-0.5562217170777852,0.11177402383324564,-3.1411527668169046,-6.560300553782235e-05,-0.0001295522579849438
4.58332896232605,-0.5207408940538291,-0.5542492014527883,0.10980871585969207,-3.1412034413976966,-1.9263669057007118e-05,-0.00027121192491751404
4.692978143692017,-0.5253260420821126,-0.5520664677883074,0.10772755822314074,-3.141284263658975,0.0001843441495729922,-0.00014698208465998221
4.786674976348877,-0.5294267111062694,-0.550134878484381,0.10566051816358284,-3.141326172816408,-1.1048862197919399e-05,-0.00013970839337109294
4.880168437957764,-0.5334591172103359,-0.5482484332889273,0.10365379705376943,-3.141336340964212,2.6236500132370013e-06,0.00017064767896854505
4.98976469039917,-0.5377389600002689,-0.5461328958389898,0.10123132657139233,-3.1412715342506594,2.0683637160494682e-05,8.561958165890963e-05
5.08351731300354,-0.5414791192889036,-0.5443346909033774,0.09887864497948624,-3.141216582112886,-9.584736348581136e-05,-0.00014380785699089822
5.192807197570801,-0.5457900868230211,-0.5421724135136012,0.09624304578100351,-3.1411107079801424,0.000210318937898873,-0.0001661520361376828
