,x,y,z,rx,ry,rz
0.0,-0.23674750289680196,-0.6554678797564093,0.2809356044657641,-3.1411187425113853,-0.00011476076335752059,-0.00016379346416771866
0.1721339225769043,-0.23673550167978238,-0.6554770952800996,0.2809311133975081,-3.141091304866805,-5.859007892108303e-05,-0.0001692351090861641
0.2814652919769287,-0.2397125732422454,-0.65479540825525,0.2786316852977521,-3.141556881974745,-0.00018597278942362506,0.000223925261147296
0.37491321563720703,-0.24752498700379222,-0.6527934321058038,0.27162280625340396,3.1415899499750783,-9.640706966452086e-05,-0.0001784194617399525
0.48457765579223633,-0.255970972826144,-0.6504546836977836,0.263721926441583,-3.1409879977029735,9.615774024593045e-06,-0.0005742005393579088
0.5782287120819092,-0.26374975121891187,-0.6484844752014327,0.2569039061993288,-3.141249520235417,-6.361945971287653e-05,-0.0003920791433963018
0.6875722408294678,-0.2726188878201971,-0.6461479706280643,0.24917668422482833,-3.1412133052293414,-4.848637921096852e-05,-0.00016834962798179779
0.8750789165496826,-0.2874878444451111,-0.6421597190364179,0.23625020278948733,-3.141069745847395,5.5601654860234424e-05,-0.00018085668880006147
0.9843623638153076,-0.29626542823908203,-0.6397599630027053,0.22883551767326,-3.141171590623922,-5.360724147473663e-06,-0.00022312659622576158
1.0778751373291016,-0.30377715013693624,-0.6376920774102123,0.22244491438896902,-3.141038022353513,-6.512613940953349e-05,-0.0001757363210010326
1.1875007152557373,-0.3117503946065187,-0.6355137695189719,0.21584937879472763,-3.141015658840885,-0.0002131371905919849,-0.00019414251444903303
1.390305519104004,-0.32788569970940945,-0.630978958862244,0.20293423916277242,-3.141284955104158,-7.166758432113883e-05,0.00011104744043348116
1.578031301498413,-0.3418182710037645,-0.626955456085123,0.19180542556065322,-3.1414153347999543,2.445504158661378e-06,0.00013788397998862285
1.687314748764038,-0.3501960858490159,-0.6243900487622839,0.18504689064944052,-3.141090071114462,-0.0001213325361472059,-0.00020298163850806305
1.8905231952667236,-0.36494169393191356,-0.6200345557638509,0.1740120229293118,-3.14121612095685,3.548173782483002e-05,2.3537566301946693e-05
1.9841694831848145,-0.3721078429895348,-0.6178509750625149,0.1691210457026467,-3.141257605402266,-0.00018825512092809766,6.899856343066364e-05
2.0776751041412354,-0.37920272306443814,-0.615639599537893,0.16451099889322918,-3.141218901990807,-9.798536137302725e-05,-0.00010896763510318164
2.18727707862854,-0.386732953168873,-0.6133426291577925,0.1600451956119719,-3.1411986316075535,5.035733136353718e-05,5.465837396138136e-05
