,x,y,z,rx,ry,rz
0.0,-0.1500461097760301,-0.6000016065223625,0.4000102469040016,-3.14115667136649,0.00016574371316395396,5.366920279044242e-05
0.031066179275512695,-0.15004005186558478,-0.5999958749901793,0.40006100518718785,-3.141241429775991,0.0001278524544203204,8.604157563922155e-05
0.06310582160949707,-0.15004287235849986,-0.5999735930739268,0.39999393480744555,-3.1411535231097356,0.00016573711498363273,-1.3652366710237726e-05
0.09561467170715332,-0.15005168970327373,-0.5999597687066524,0.3999447048110162,-3.1411016923771995,0.0001662221373463847,-5.9891321392235355e-05
0.12685251235961914,-0.15005450333563616,-0.5999622809327766,0.39991284166375957,-3.1410328943957326,0.00024140024184251296,-0.00010007342944940864
0.15888452529907227,-0.1500699330619758,-0.5999459483139572,0.3999038065234304,-3.1410124639190204,0.00031668131168230624,-0.00011790972761620329
0.1914670467376709,-0.15007838307529672,-0.5999297044187024,0.39991724826527875,-3.1410265178574464,0.00022255953667124945,-8.24246320121735e-05
0.22362470626831055,-0.1500905570775682,-0.5999536645519328,0.39994094545748676,-3.141064345027658,0.00027890713976228595,-7.18401479397003e-05
0.2552304267883301,-0.15007923874719517,-0.5999454867376128,0.39990656112795353,-3.141027108900897,0.00033570804059072327,-8.253184694241355e-05
0.28792238235473633,-0.1500476649354073,-0.5999333662937144,0.3999097349280307,-3.1410161258513307,0.00022259616255940103,-9.156240979854909e-05
0.3198277950286865,-0.1500807514243024,-0.5999336924517913,0.3998983193264396,-3.1410162371778254,0.0002979670646616019,-9.190329409265057e-05
0.35173964500427246,-0.15008304171389317,-0.5999500973544135,0.39991883299973646,-3.1410212683331293,0.00031680033655014534,-6.631928549867304e-05
0.3836536407470703,-0.15006193016871777,-0.5999632487005537,0.3999324826944948,-3.1410495250682486,0.0002223033952474184,-0.00010670697208572854
0.4155726432800293,-0.1500406540760641,-0.5999491678774246,0.39993257631311874,-3.141083175091662,9.047629341063721e-05,-0.0001620977364011159
0.44748759269714355,-0.1500835546378892,-0.5999479984576908,0.39993914030173966,-3.1410715090979404,0.00027888155093676965,-0.0001297447118138904
0.47867369651794434,-0.1500723421782012,-0.5999403369635129,0.3999325759104944,-3.141065552196402,0.0002790177344816089,-0.00011320431474666444
0.5111570358276367,-0.15004368614424568,-0.5999496428076561,0.3998824885439923,-3.141008531249178,0.00022244619015146335,-0.00018604984034882807
0.5439984798431396,-0.1500315036669351,-0.5999550731261203,0.39990242940187826,-3.1410138365981064,0.00018463043215587413,-0.00015970079157601286
0.5752997398376465,-0.15007656771007719,-0.5999332557261311,0.39992000329401967,-3.1410651099169864,0.0002792072167637498,-0.00011350492954390546
0.6080095767974854,-0.15007396619557187,-0.5999431421490345,0.3999254906517141,-3.141055234581369,0.00027901491302289845,-0.00012258285028013443
0.6396925449371338,-0.15006583796750864,-0.5999531744505975,0.39991407453042305,-3.1410436141989777,0.0002227752032173194,-9.03080089073259e-05
0.6718518733978271,-0.15007994993325477,-0.5999347965607793,0.3999151672780654,-3.1410119368276455,0.00029766109145149607,-0.00011798660777799055
0.703589677810669,-0.15006893125817417,-0.5999540348954432,0.3999053282073596,-3.141010535717141,0.00018490154304942968,-7.605104774378544e-05
0.7355084419250488,-0.1500550707840541,-0.5999532010225215,0.39990994267990054,-3.141024231494696,0.00016587138205853747,-0.0001505584881848433
0.7674844264984131,-0.1500635836905425,-0.5999470018713816,0.3999282451317752,-3.1410581423542725,0.0002415059904049368,-5.4599689423652665e-05
0.7988002300262451,-0.15005112365692228,-0.5999587768000126,0.3999432722835726,-3.141090901737636,0.00016616289084075593,-6.947910012262101e-05
0.8313231468200684,-0.15006442749700843,-0.5999383913568916,0.3998983195065873,-3.141028219021639,0.00022288740266075292,-0.00012514347383361086
0.8637561798095703,-0.15005135473448425,-0.5999444745184567,0.3999179771561316,-3.141038981309482,0.00018506934742955637,-0.00011546377663789244
0.8960082530975342,-0.15008641009116755,-0.5999483301029908,0.39991407462575884,-3.1410494744903876,0.00033566697879181315,-0.00010660240685921997
0.9272468090057373,-0.1500452514523839,-0.5999626467711039,0.3999215879911984,-3.141059874965865,0.00018491698767331404,-9.740178114978082e-05
0.9595992565155029,-0.15007850497908667,-0.5999635061247406,0.3999380473804233,-3.141091440603098,0.00026016625493085696,-6.947257608134798e-05
0.9917049407958984,-0.15007545662127092,-0.5999244119590328,0.39990467579605776,-3.1410260604053217,0.0003545517083516575,-8.267805394149111e-05
1.0237674713134766,-0.15008831462877248,-0.5999350296695272,0.3999292495404749,-3.1410749537339915,0.00037340708954552,-6.176529122111291e-05
1.055494785308838,-0.15007530215655446,-0.5999556390278138,0.3999361867682409,-3.1410747109859325,0.00022270458312227874,-6.257768578132434e-05
1.0874147415161133,-0.15003247884198387,-0.5999526352719399,0.3999387118005309,-3.141053829983249,0.00018456929893767742,-8.061812917703632e-05
1.1193315982818604,-0.15005803379116353,-0.5999417140065375,0.39991659980470584,-3.1410286031312573,0.00022264351805267445,-0.0001246825811735462
1.1512422561645508,-0.15006610891435349,-0.5999458072330434,0.3998987477394398,-3.141040027269536,0.00026028723203578376,-0.00015791968142004874
1.183156967163086,-0.15005581592367145,-0.599947854821236,0.39992686774107694,-3.1410477662861007,0.0002412613266267816,-6.380834870251209e-05
1.214531421661377,-0.1500535026227156,-0.5999313508412832,0.39990610833907414,-3.1410429703126876,0.00020427115956981378,-9.004707414766824e-05
1.246500015258789,-0.15005015088596294,-0.5999402310298362,0.39993490223867273,-3.1410744959610883,0.0002039138920406235,-6.196955542989068e-05
1.2792625427246094,-0.15008163725622695,-0.5999521541617165,0.399920210518223,-3.1410436257748273,0.0002603125773603677,-9.035658406015954e-05
1.311830759048462,-0.15007912471078022,-0.5999476709228136,0.39991131981448147,-3.1410228587561884,0.0002790137552882795,-0.00010875103288904784
1.3437631130218506,-0.15005189906180358,-0.5999454283400804,0.3999193545206489,-3.1410493554610834,0.00020384848901365709,-0.00010623987857161903
1.3754332065582275,-0.15003544738632474,-0.599954079296026,0.399898748021582,-3.1410517730045724,0.0001475754778833933,-0.00019049862773960597
1.407594919204712,-0.15007881136768375,-0.5999470410078218,0.3999079936725584,-3.141044004719626,0.00033576564774022357,-8.989068511088599e-05
1.4391932487487793,-0.15006360283763667,-0.5999516341309366,0.3999357587736303,-3.141080512178385,0.00018492222903055455,-7.867438545462902e-05
1.4714875221252441,-0.15006957481767552,-0.5999451945301199,0.3998886240632854,-3.1409909305388495,0.0002979941325624559,-0.0001372157156381596
1.5035936832427979,-0.1500745429685425,-0.5999437439060895,0.39987402585600096,-3.1409819615818435,0.00031693315580172133,-0.00018836813315140603
1.5357422828674316,-0.15005192896557498,-0.5999377817049804,0.39994198785562196,-3.1411082921548337,0.00024153663205707106,-0.00011776996175647363
1.5676751136779785,-0.15006830827558876,-0.5999354025983853,0.3999222527862386,-3.141039866341269,0.00027893553425782706,-0.00015748588699303156
1.5991933345794678,-0.15009852529166584,-0.5999530409310919,0.39992910130941156,-3.1410643878708613,0.00029796498309104505,-7.196649797713253e-05
1.6313903331756592,-0.15006508760171414,-0.599935151493957,0.39990878576656186,-3.141005825182818,0.00020359010730180394,-0.00010100645161633308
1.6635000705718994,-0.15004972810187245,-0.5999393657172808,0.399920003091157,-3.141053371844861,0.00022267150806868437,-8.089089406883979e-05
1.695570468902588,-0.1500511353951238,-0.5999396125949136,0.3999236848226031,-3.141026939249937,0.00027900444452215326,-8.203705829037432e-05
1.7271685600280762,-0.1500509627122812,-0.5999437034461521,0.3999143504716556,-3.1410597134609395,0.00024144769444199457,-9.697134907529898e-05
1.7602009773254395,-0.15006349100846803,-0.59993666631345,0.39989331554180063,-3.1410385765992057,0.00026048641738414926,-0.0001158743776176946
1.7913153171539307,-0.15005077325156646,-0.5999430838214759,0.3998746746830691,-3.1409859856888334,0.0002413974743570524,-0.00016301348414991557
1.8233232498168945,-0.15005282025623112,-0.5999467549080366,0.3998824883139919,-3.1409967948333652,0.00020391561786493948,-0.00015347747710322336
1.8555738925933838,-0.15006745303366462,-0.599947999234532,0.3998767805606022,-3.1410085935513994,0.00022287503226973494,-0.00018624235069704636
1.887566328048706,-0.15005058671330776,-0.5999351437150934,0.39989984063009437,-3.1410142273374384,0.00022265324639428918,-0.0002018810929125893
1.9193239212036133,-0.150053254396747,-0.5999421136643445,0.39991154114613825,-3.141062029801117,0.00022278632943595515,-0.00018097105343534113
1.951521396636963,-0.1500775036049412,-0.5999280826070076,0.39991248964292325,-3.141036874124615,0.0002792514760858592,-7.315120497438734e-05
1.9834351539611816,-0.15009254476340061,-0.5999446154064735,0.3999113199098156,-3.1410287240214156,0.00033536470295246793,-0.00012505068523198983
2.015350341796875,-0.1500716635960063,-0.5999438194885529,0.39996315121853787,-3.1411290846005016,0.00026027817907373746,-9.945987565526923e-05
2.0472640991210938,-0.15005522871814025,-0.5999365093390454,0.3998905057598473,-3.1410174110463673,0.00024164764878338782,-0.00013467518150135004
2.0791819095611572,-0.1500737810240912,-0.5999594542423964,0.39991421935350974,-3.141060881212806,0.0002601721586666097,-0.00013976452165374972
2.1108808517456055,-0.15010342970154364,-0.5999471101091911,0.39990670571243914,-3.1410328799580074,0.00029803473117515924,-0.00010009313654254767
2.1435163021087646,-0.15008922904888763,-0.5999408555269773,0.39990018006320877,-3.1410449510496736,0.00026034895967221787,-0.00013206868773133352
