,x,y,z,rx,ry,rz
0.0,-0.23674772400024346,-0.655480830451773,0.2809203226286635,-3.141071570194125,-5.8581446647333634e-05,-0.0001902550806117268
0.17178940773010254,-0.2368152477979888,-0.6555426101530697,0.2809203661871415,-3.1411462688285496,-7.670486070413259e-05,-0.00016123492193887955
0.26558470726013184,-0.2386696511069112,-0.657053207450779,0.28070696425390423,-3.141345916626735,-0.00012852735207646206,1.3513335039806663e-05
0.35924315452575684,-0.2422305954657087,-0.6601557196108135,0.28012664812242843,-3.1415498883454687,-7.994367193696408e-05,0.00011075413329494053
0.46862316131591797,-0.24652390141724878,-0.6635753317492089,0.27928905586795527,-3.1415446606325084,0.00028951856292012246,-0.00014859696214205244
0.5620889663696289,-0.25001962043867454,-0.6663232680685738,0.27849487505512077,-3.1412905291450888,0.0002631170380758099,-2.410547415009401e-05
0.6717231273651123,-0.2544726583271281,-0.6696994270996443,0.27765672264058183,-3.1412640807817462,7.070790101848569e-05,0.00010097917621698967
0.7651646137237549,-0.25833052047354643,-0.6724705788087999,0.27691145505015224,-3.1414066466415473,-8.459146382406419e-05,7.310099960432461e-05
0.8591151237487793,-0.26237524331414475,-0.6752606624825641,0.27601359136481535,-3.1413742213825167,-0.0002198264124073056,-5.5819325233145423e-05
0.968533992767334,-0.2671022374672798,-0.6780687178425608,0.2749549170343238,-3.1412122904119464,0.00013765148244776915,4.924150214886297e-05
1.0620787143707275,-0.27156987588320364,-0.6807179007713798,0.27390519181741035,-3.141129397525417,0.00021353953732418935,-9.431306315922713e-05
1.1713454723358154,-0.27664397938025864,-0.6836087140895404,0.2729045293846948,-3.141373344975328,-4.539322112945166e-05,1.0939383176020855e-05
1.2650744915008545,-0.28083660994348797,-0.6858332026600122,0.2718356102275358,-3.1411835209424637,-0.00010170326569210174,4.253054476869797e-05
1.3744909763336182,-0.2864882891698275,-0.6885897264995299,0.2704704941564003,-3.1411484686214477,0.0002072633505797954,-7.623181260480386e-05
1.4683637619018555,-0.2912939964866049,-0.6908683951751855,0.2691682187572705,-3.1410222791051448,5.169858648656479e-06,-0.00038526913663138013
1.5618524551391602,-0.2961957589893993,-0.6931666642762375,0.2679332873262366,-3.141029253460201,-0.00017463781228994508,-0.00017692007234279336
1.6713292598724365,-0.30169826008337014,-0.6954201403049869,0.2666016959496115,-3.141251524121468,-0.00010643291099672684,-7.981472913666378e-05
1.7652623653411865,-0.30700892049619094,-0.6974702266306193,0.265062642907312,-3.141117781576699,0.0001882572865031618,-7.940813885916021e-05
1.8742833137512207,-0.31315561210600096,-0.6997900410825402,0.2631289265684346,-3.141015349274514,-7.510936482544203e-05,-0.00030762865730165826
2.0617618560791016,-0.32376319614349675,-0.7031606851331413,0.2602417162009467,-3.141162628884889,0.00019807463187008047,-8.272807551195484e-05
2.171114206314087,-0.3301156253612288,-0.7050402847668916,0.2581294989402061,-3.141127016967216,-2.0967630485804225e-05,-0.00013281366663030883
2.2651185989379883,-0.33538933993149445,-0.7064294357895474,0.2562948184869317,-3.1410698159008583,0.00020634134020639438,1.7743438426932484e-05
2.3744685649871826,-0.341682925586498,-0.7080721746076803,0.25377520049876134,-3.140987841754807,-0.0001568857191776665,-0.00018423607683581958
2.4681265354156494,-0.3471187976608872,-0.7093648146314815,0.2519219769338489,-3.1413380567203952,-9.208600757127333e-05,6.0615876847231896e-05
2.577270746231079,-0.35298765535339954,-0.7105835988444958,0.24937522478399182,-3.1411026371720827,-4.156311215158041e-05,4.899392430297794e-05
2.6709959506988525,-0.35818034256362824,-0.7118142193927208,0.24718102147779816,-3.1411167709050387,-0.0003141073294900607,2.3982044069504683e-05
2.7662243843078613,-0.3634570360163868,-0.7128148720940852,0.244812031291015,-3.141034842556771,1.6229688031832774e-05,-0.0001427511542859659
2.8756983280181885,-0.3694764415235189,-0.7140226237727978,0.24248531714824484,-3.1414359901911575,-8.218558956354637e-07,0.00018945085802025448
